"","ResponseId","variable","value"
"1280","R_1exZLDs8oCNSpIM","Q3",0
"1281","R_3fCS4JprvxNDAK6","Q3",1
"1282","R_1jqd8tWAkg73k16","Q3",0
"1283","R_3MiCK8tRsw0V8ir","Q3",0
"1284","R_27rFtLibSiFEIVR","Q3",0
"1285","R_3Rykt7hRcZVWv3e","Q3",0
"1286","R_C1di4VFON4I7OSJ","Q3",1
"1287","R_3QRE6Tw3DWAtm56","Q3",0
"1288","R_2ByucnPpjfx6x8E","Q3",0
"1289","R_vYtXv3CTFjDbPxf","Q3",0
"1290","R_8iSofOu6WQVuSbL","Q3",1
"1291","R_2PhPB9R377VGuQj","Q3",0
"1292","R_31KuxfPmslgndZ0","Q3",1
"1293","R_RCtEvyRIhEnQbW9","Q3",0
"1294","R_3qg68ViG7vnYipm","Q3",0
"1295","R_3NCjzFiF0JK2GqL","Q3",0
"1296","R_T7q6MgHUwdup2Ex","Q3",0
"1297","R_TdgisIgBfROVuwx","Q3",1
"1298","R_2bIQ1TN6IeWvnkP","Q3",0
"1299","R_2Cmrh1Njuk9TKK2","Q3",0
"1300","R_2TBlvgMGsQ8YLxX","Q3",1
"1301","R_BWI2tr4re5G9yp3","Q3",0
"1302","R_3PXo429RzNXqibr","Q3",0
"1303","R_1Ic3tDcTLwrXWp7","Q3",0
"1304","R_O0Bo2mNm3iOdfEJ","Q3",0
"1305","R_3n9hYgeRFmMhfpO","Q3",0
"1306","R_x3k1qr68EmjFvUt","Q3",0
"1307","R_XupexIguaPw9ocN","Q3",0
"1308","R_3Kx5tsjFi6RIqB3","Q3",0
"1309","R_ZmWgQLngjFiOwaR","Q3",0
"1310","R_1mW6KZ42igeLXGS","Q3",0
"1311","R_DTuLKbjCvuhWOdz","Q3",1
"1312","R_3IbpMtbwGyVxpGg","Q3",0
"1313","R_1opTCOOpsI4AcCd","Q3",0
"1314","R_2EhMbBl3fWHUkFh","Q3",0
"1315","R_2zZ3ixid2sVrgzr","Q3",0
"1316","R_2f2nuC87mnJja0X","Q3",0
"1317","R_3rZN9sb2Y6YiX8k","Q3",0
"1318","R_1in9Hr8KDzRc6dc","Q3",0
"1319","R_2qDhEzrUCPZT8TO","Q3",1
"1320","R_RlgFJ3AuHQqSR1f","Q3",0
"1321","R_qwvkXru4VyxMpCF","Q3",0
"1322","R_2EiVbozpWaQF6TS","Q3",0
"1323","R_23uNXL1lEuiK2IN","Q3",0
"1324","R_yvZyF9pWs7UPzjz","Q3",0
"1325","R_2TUaPjFshRv47Ui","Q3",1
"1326","R_2QhdcqlCf7KqdFR","Q3",0
"1327","R_3MsNjm1CLc8laF0","Q3",0
"1328","R_T2h0RVB5sxDFWsp","Q3",0
"1329","R_3iVvIsisZSGYhIz","Q3",0
"1330","R_djqlb78tkCyuPPX","Q3",0
"1331","R_1r6cCPsp91fLiYl","Q3",1
"1332","R_pLcVPPE5yXMsTQt","Q3",0
"1333","R_2EgAiQnt6PBcXmJ","Q3",0
"1334","R_2aA1itN9JcQO9Tj","Q3",0
"1335","R_2qDgbsOTMVr6FmZ","Q3",0
"1336","R_1rpOYotxCL2eEuM","Q3",0
"1337","R_3FXz56E0LAJcLJT","Q3",0
"1338","R_3PB68V4Xa59fSDh","Q3",0
"1339","R_eLGGXP9DFZ9jPPj","Q3",1
"1340","R_1hZiHX8a51KTXgi","Q3",0
"1341","R_3lPxl0yHrv7prVf","Q3",0
"1342","R_3kmMsRjMzB99jMc","Q3",0
"1343","R_3qJXNwqWbvNYLCl","Q3",1
"1344","R_5cYBBdkGBpSZhHb","Q3",0
"1345","R_21aBiltLc8RJV2A","Q3",1
"1346","R_25BICYEJFusrT9Q","Q3",1
"1347","R_PIKvX9sP7q71oY1","Q3",0
"1348","R_ZmAuvZPlDPp9j7H","Q3",0
"1349","R_3fMG9MCYkLbaEg5","Q3",0
"1350","R_yEGQFC8j3jtPhNn","Q3",0
"1351","R_2wh2IyOZ4reLVhV","Q3",0
"1352","R_1rePEBCPJfLUcfr","Q3",0
"1353","R_aUULXHSBsE23KW5","Q3",1
"1354","R_0v97gnB46xEb52V","Q3",1
"1355","R_29hn0zvsbgM4g64","Q3",1
"1356","R_3Oi8DOTeBaMqdPS","Q3",0
"1357","R_2aKS5eBvnO4Ugxl","Q3",0
"1358","R_1r1jm16boPWgWJw","Q3",0
"1359","R_3rNCm8PdpcAJjJT","Q3",1
"1360","R_3e2MekjCpI3vUkr","Q3",0
"1361","R_3szAKE07VpanNAX","Q3",0
"1362","R_2wmZtzWju75IKdn","Q3",1
"1363","R_20UkzB92r9Shkui","Q3",0
"1364","R_3qkhbo6AOM9D5pr","Q3",0
"1365","R_9nIoVPwaYK75cvn","Q3",1
"1366","R_2WM6PqRcNcaDt85","Q3",0
"1367","R_1o72sAbrsAOwZlB","Q3",0
"1368","R_3MJWp7ksEq6kZJ6","Q3",1
"1369","R_DxgQt7YAm311VCh","Q3",0
"1370","R_CfwWridUHT6Gelj","Q3",0
"1371","R_uxjh7k2pYqApS37","Q3",0
"1372","R_1OVTDt73rUhORrg","Q3",0
"1373","R_DIFP7KouN95Ngd3","Q3",0
"1374","R_3hihEW9ayLyUdhm","Q3",0
"1375","R_3dG4gphhI2l4Ynb","Q3",0
"1376","R_2af6jLeWGUBvJhh","Q3",1
"1377","R_1cS8MsCEDJx4IzC","Q3",0
"1378","R_pyfZa2qmvEQOdjj","Q3",0
"1379","R_AajpMrB91ofvKoh","Q3",0
"1380","R_BJT05TIIdvxmFc5","Q3",0
"1381","R_ypYVSwUQBEXklzP","Q3",0
"1382","R_1oi2ttTsZLuWrLO","Q3",0
"1383","R_27ppdh7OOsxFEfR","Q3",0
"1384","R_3OqvwpcqDC2CB2K","Q3",0
"1385","R_1gHfS5ItwkJ39rz","Q3",0
"1386","R_3iVTgBqxutxHsJb","Q3",0
"1387","R_2Vkme7yQxB4hnPV","Q3",0
"1388","R_54MIBcR2U5wbLvb","Q3",0
"1389","R_1jr0O4xejQw21az","Q3",0
"1390","R_2rCp3pfj95RtQUl","Q3",0
"1391","R_25Z2PQxXTE7mFyB","Q3",0
"1392","R_Y3KHl41GS2tPLl7","Q3",0
"1393","R_1eQ0rtDHTdKvzyF","Q3",1
"1394","R_sYTtXOpe7oNvjxL","Q3",1
"1395","R_ugnwsSUAzI7Ll3b","Q3",1
"1396","R_3hovUejj50eBYyD","Q3",0
"1397","R_27cUDN8wG5LlvKs","Q3",0
"1398","R_3IQ9YEW6PevF9mD","Q3",0
"1399","R_2uI3kZ6jEGIaL0l","Q3",0
"1400","R_3fTXVXl2pnqCnUf","Q3",0
"1401","R_2frZSW63UrdikTI","Q3",0
"1402","R_1QH027RHAFCTuZP","Q3",0
"1403","R_28TeFpJUUycMYcZ","Q3",1
"1404","R_1Fy8wduWntavLjo","Q3",0
"1405","R_1gjrlK0tnkTgV5P","Q3",0
"1406","R_vYRez75jRA2mjOV","Q3",1
"1407","R_2dGv6XMluUc6dJh","Q3",0
"1408","R_339HIzw9aqJeaOJ","Q3",0
"1409","R_3NwGOwnMNVNkBRQ","Q3",0
"1410","R_Zn68jz78unq9dh7","Q3",0
"1411","R_3CQp29zpO9DPeh7","Q3",0
"1412","R_2zvFkfKfPWm0NRr","Q3",1
"1413","R_1i5ye44le3y7EqS","Q3",1
"1414","R_1g6lewwpLGC4bTd","Q3",0
"1415","R_1LogH1nuUDXVEk1","Q3",0
"1416","R_3CPi5JzPHCG5DaK","Q3",0
"1417","R_2aQ90Ft13C3dUCk","Q3",0
"1418","R_eG0W4joqWve4oPT","Q3",0
"1419","R_32WSh8008l2VJvD","Q3",1
"1420","R_AGVbd159nAPkAXD","Q3",0
"1421","R_9yvX2hU3xm8sLoB","Q3",0
"1422","R_1LSj0aTEYWiLupD","Q3",1
"1423","R_2fqcIW1WTtDhnl7","Q3",1
"1424","R_2PhwxFWayl14SRs","Q3",0
"1425","R_3ewBJoYiMsM7GEi","Q3",0
"1426","R_2PnGzdBGb7uzzFt","Q3",0
"1427","R_1BQ7d0lZZW8UF5J","Q3",1
"1428","R_1oiIzJZdlo9NZz9","Q3",1
"1429","R_3nMI7wEV5uz9A0O","Q3",0
"1430","R_0pT6XLgISuPCscV","Q3",1
"1431","R_2cezBmKOu4pVtlu","Q3",0
"1432","R_2YMyugt3jqsgNNz","Q3",1
"1433","R_2Spj65ojJpL5BMD","Q3",0
"1434","R_AsRSiV7xA4dO9gd","Q3",0
"1435","R_2fIKwcLh9ruHcNn","Q3",0
"1436","R_3NEUACyjoJ3yFDo","Q3",0
"1437","R_301RVzapLMF6gPd","Q3",0
"1438","R_1CDEfk5NinCoduf","Q3",0
"1439","R_21cXF9xgYdSYjkh","Q3",0
"1440","R_Z91WO1iPfjr0sdH","Q3",0
"1441","R_4MwGWVaUmjoQ21b","Q3",0
"1442","R_1Nx1e8AQwPnSZ0c","Q3",0
"1443","R_2OO9qCKhXOEO8vF","Q3",0
"1444","R_QgnQGj5lvq3rZx7","Q3",1
"1445","R_Xv7pta2WHcs2JMd","Q3",0
"1446","R_1ddbQba0d2GrLL6","Q3",1
"1447","R_Qn4fP85PfzFZv5n","Q3",0
"1448","R_3PtWSMTVkzzjJEi","Q3",0
"1449","R_2sRMXIoHafaINDs","Q3",0
"1450","R_26gRiNQC05sPkyy","Q3",1
"1451","R_2TZwlalWpePC3Lf","Q3",0
"1452","R_2fva2fxgk6i2Cec","Q3",0
"1453","R_T2ev83vHjLWbluh","Q3",0
"1454","R_3nOBoLSOdtxCne7","Q3",0
"1455","R_1eCzEpXa5CiGzUl","Q3",0
"1456","R_1FLqpLydG4xO69y","Q3",0
"1457","R_10U7kkjxsc34qt3","Q3",0
"1458","R_czHPnqyG05texFv","Q3",0
"1459","R_3Gp4yPBlfpUaNbu","Q3",0
"1460","R_2zOaZ3gtWGzm6Rx","Q3",0
"1461","R_3nN6ImxDIZ564Ya","Q3",1
"1462","R_aW84s1VW7MCKEgx","Q3",0
"1463","R_XNwL9HgWLkNFufL","Q3",0
"1464","R_XEUoeKTosSsx0GJ","Q3",0
"1465","R_9ThE9A7wgwKY6Kl","Q3",0
"1466","R_yVKZWRsBPcf14HL","Q3",0
"1467","R_XB3pGXHyjKnp8qZ","Q3",1
"1468","R_2R3pcg02utHSVKS","Q3",0
"1469","R_3sA23H3awTBQnaH","Q3",0
"1470","R_2pXLXSB1AUD691B","Q3",0
"1471","R_1CvgJa42gKvrL7C","Q3",0
"1472","R_8J4t60BHIPoCdvH","Q3",0
"1473","R_1jHX1KwUHTpUopF","Q3",0
"1474","R_3Evi4wHokUsmEM8","Q3",0
"1475","R_31hj1UI83RX393k","Q3",0
"1476","R_73g9h1d23hB0yMV","Q3",0
"1477","R_WjqXo3652QsUPx7","Q3",0
"1478","R_2TS0lyhaVBeboSv","Q3",1
"1479","R_d4jHoGfsUw9Eqzv","Q3",0
"1480","R_3IYmCENI0cP8yKa","Q3",1
"1481","R_yCKb0a4i3vhnsf7","Q3",0
"1482","R_2ZC7IuGH5as1fLL","Q3",0
"1483","R_yIxf0IJFWTrpngd","Q3",0
"1484","R_1qXvBDI2FHJLC7o","Q3",0
"1485","R_1lc7GvRfyTYIB8X","Q3",1
"1486","R_1cUkPItQvQeDA8F","Q3",0
"1487","R_BFi6pChJl11wVbj","Q3",0
"1488","R_2ebc3Kb6ptspoMi","Q3",0
"1489","R_2qfrmU5WOeuFMFV","Q3",1
"1490","R_11XdcVl9Zi6bQwD","Q3",0
"1491","R_2qf6qH5QBS4OHkU","Q3",0
"1492","R_2ZPqU9bBMF6JEJL","Q3",0
"1493","R_2rUgS4nWfNXUvLr","Q3",0
"1494","R_DCbcWUmkjByxuYp","Q3",0
"1495","R_1Hdi6XYWMCLkTYW","Q3",0
"1496","R_2at0cj1pghqjR1f","Q3",0
"1497","R_23VJViDnP3ihbSb","Q3",0
"1498","R_0OH5sQxqrgIL2y5","Q3",0
"1499","R_O6WYH6n5xEfc2Jj","Q3",0
"1500","R_2S3ohxBNclThMdK","Q3",0
"1501","R_1q51qa7eIaKQOz5","Q3",0
"1502","R_1Ldsu5dkUTQxHNH","Q3",1
"1503","R_3J4TAQkJQadaRi4","Q3",0
"1504","R_UYcWGQESXB0qNlD","Q3",0
"1505","R_1kIJBPytkVBTnXt","Q3",0
"1506","R_2pLIblmgExWFXay","Q5",0
"1507","R_26g0N63QF12dimd","Q5",0
"1508","R_1lrz3yAbv2z1ma8","Q5",0
"1509","R_3JwQoEQQMpod4Tv","Q5",0
"1510","R_2Vsfaw75TlzKn1Y","Q5",0
"1511","R_2rU56zYc3qBh9J6","Q5",1
"1512","R_3PoboB0JtJQ7LCu","Q5",1
"1513","R_1qgkzp5XCzNYeuR","Q5",1
"1514","R_3QPHtO8svWiJyiY","Q5",1
"1515","R_26rhaTxhqgTGvjr","Q5",0
"1516","R_3eq9yf1mL6XY3w6","Q5",0
"1517","R_sZLJ48DqHZrl9kJ","Q5",0
"1518","R_Oj8CSPcOn3QKZtD","Q5",1
"1519","R_27PD6QcIIuhoklU","Q5",0
"1520","R_3j07DoZzRrNFfU9","Q5",0
"1521","R_3KISBvACOeRn0Yk","Q5",0
"1522","R_A7myoFOuBy1e9r3","Q5",0
"1523","R_3PvllMlguAlkQTX","Q5",0
"1524","R_31Wye3iSGTGIMVI","Q5",1
"1525","R_xbjpjdpF5Bb8LND","Q5",1
"1526","R_1l4xOkC08uP82Yj","Q5",0
"1527","R_2YJnYeaQbKIA3Xf","Q5",1
"1528","R_30l8GXXe643f6VR","Q5",1
"1529","R_12RuEHmJuRAiI1f","Q5",0
"1530","R_2EoyFEdGZiiiewX","Q5",1
"1531","R_21udBl9leEgYvB8","Q5",1
"1532","R_3g71JMXXwft3ZGy","Q5",0
"1533","R_2wsibzWUKK0XDaK","Q5",0
"1534","R_PMuAh1NtrALIhEd","Q5",0
"1535","R_Bt6CJCnO6o2uDoR","Q5",0
"1536","R_1YXbjjKp2mdlM0F","Q5",0
"1537","R_bw5VETE789cN3I5","Q5",1
"1538","R_12ijIiieoxUfBkc","Q5",0
"1539","R_1eG1zvHVDUudCJG","Q5",0
"1540","R_1Os0zbpvU5P36TU","Q5",0
"1541","R_1BW8rt80aFRcuI0","Q5",0
"1542","R_1r36USBz847yWQB","Q5",1
"1543","R_eldVqg22w8Ck6TD","Q5",1
"1544","R_5drrJ8DzGH43N7j","Q5",0
"1545","R_1kYv7u4Q2Ubrqv5","Q5",0
"1546","R_0Mncfj7e6vW02NH","Q5",1
"1547","R_3DiuE4UVpcjyMHV","Q5",0
"1548","R_3y3zmDciaqjVz4B","Q5",0
"1549","R_1jJTR4wNg7YVLU8","Q5",1
"1550","R_3FPtyw4w79pD6Hf","Q5",1
"1551","R_8Jlv9rnqFuovBnz","Q5",0
"1552","R_2dSWDf5thqwCQTn","Q5",1
"1553","R_1EgJPhKacNEFxQA","Q5",0
"1554","R_3Hv52OlstB5QNnt","Q5",0
"1555","R_3J43aO0pzWFKH1Z","Q5",0
"1556","R_2XcD1S7kRYsjMeP","Q5",0
"1557","R_27yzixhu1m96yUt","Q5",0
"1558","R_1pFgdgYZIi2ZgsG","Q5",0
"1559","R_3hbdx2OqSK4tsrk","Q5",0
"1560","R_2TtnYG7drNcxtQN","Q5",0
"1561","R_2viGHZTlphJAQmS","Q5",0
"1562","R_2Xh2R0ucq2oixyd","Q5",1
"1563","R_1DuHV0VogZgKTOl","Q5",0
"1564","R_33jwcvNqJRfPNty","Q5",0
"1565","R_1cUDUi7Dxb9YR7R","Q5",1
"1566","R_2zdzA6VlBtWING8","Q5",0
"1567","R_1nPhsOSPDgCzgh6","Q5",1
"1568","R_3njCPcgrh12xuNw","Q5",0
"1569","R_2PgLvCThbmlFsIr","Q5",0
"1570","R_8ib3wZsjCyiZMzv","Q5",0
"1571","R_WAtIRMFY2KMoXL3","Q5",0
"1572","R_2ZEWBUc2qnhRaa6","Q5",0
"1573","R_2A0xUgKDbrnwr1r","Q5",0
"1574","R_1hyGmHKpnGnDiap","Q5",0
"1575","R_wMfK2Ik3jtzSrnP","Q5",0
"1576","R_3p3Gcrnd7WuJ0DY","Q5",1
"1577","R_3314ItInwb829md","Q5",0
"1578","R_3hA56B82RpMX8eN","Q5",0
"1579","R_3QXgq80PZW5yM6O","Q5",0
"1580","R_1QlpnAdkw2LpHeC","Q5",0
"1581","R_1exZLDs8oCNSpIM","Q5",0
"1582","R_3fCS4JprvxNDAK6","Q5",1
"1583","R_1jqd8tWAkg73k16","Q5",0
"1584","R_3MiCK8tRsw0V8ir","Q5",0
"1585","R_27rFtLibSiFEIVR","Q5",1
"1586","R_3Rykt7hRcZVWv3e","Q5",0
"1587","R_C1di4VFON4I7OSJ","Q5",1
"1588","R_3QRE6Tw3DWAtm56","Q5",0
"1589","R_2ByucnPpjfx6x8E","Q5",0
"1590","R_vYtXv3CTFjDbPxf","Q5",0
"1591","R_8iSofOu6WQVuSbL","Q5",1
"1592","R_2PhPB9R377VGuQj","Q5",0
"1593","R_31KuxfPmslgndZ0","Q5",1
"1594","R_RCtEvyRIhEnQbW9","Q5",1
"1595","R_3qg68ViG7vnYipm","Q5",0
"1596","R_3NCjzFiF0JK2GqL","Q5",0
"1597","R_T7q6MgHUwdup2Ex","Q5",1
"1598","R_TdgisIgBfROVuwx","Q5",0
"1599","R_2bIQ1TN6IeWvnkP","Q5",0
"1600","R_2Cmrh1Njuk9TKK2","Q5",1
"1601","R_2TBlvgMGsQ8YLxX","Q5",0
"1602","R_BWI2tr4re5G9yp3","Q5",1
"1603","R_3PXo429RzNXqibr","Q5",0
"1604","R_1Ic3tDcTLwrXWp7","Q5",0
"1605","R_O0Bo2mNm3iOdfEJ","Q5",0
"1606","R_3n9hYgeRFmMhfpO","Q5",1
"1607","R_x3k1qr68EmjFvUt","Q5",0
"1608","R_XupexIguaPw9ocN","Q5",0
"1609","R_3Kx5tsjFi6RIqB3","Q5",1
"1610","R_ZmWgQLngjFiOwaR","Q5",0
"1611","R_1mW6KZ42igeLXGS","Q5",0
"1612","R_DTuLKbjCvuhWOdz","Q5",1
"1613","R_3IbpMtbwGyVxpGg","Q5",0
"1614","R_1opTCOOpsI4AcCd","Q5",0
"1615","R_2EhMbBl3fWHUkFh","Q5",1
"1616","R_2zZ3ixid2sVrgzr","Q5",0
"1617","R_2f2nuC87mnJja0X","Q5",0
"1618","R_3rZN9sb2Y6YiX8k","Q5",1
"1619","R_1in9Hr8KDzRc6dc","Q5",0
"1620","R_2qDhEzrUCPZT8TO","Q5",1
"1621","R_RlgFJ3AuHQqSR1f","Q5",1
"1622","R_qwvkXru4VyxMpCF","Q5",0
"1623","R_2EiVbozpWaQF6TS","Q5",0
"1624","R_23uNXL1lEuiK2IN","Q5",0
"1625","R_yvZyF9pWs7UPzjz","Q5",1
"1626","R_2TUaPjFshRv47Ui","Q5",0
"1627","R_2QhdcqlCf7KqdFR","Q5",0
"1628","R_3MsNjm1CLc8laF0","Q5",0
"1629","R_T2h0RVB5sxDFWsp","Q5",1
"1630","R_3iVvIsisZSGYhIz","Q5",0
"1631","R_djqlb78tkCyuPPX","Q5",1
"1632","R_1r6cCPsp91fLiYl","Q5",1
"1633","R_pLcVPPE5yXMsTQt","Q5",0
"1634","R_2EgAiQnt6PBcXmJ","Q5",0
"1635","R_2aA1itN9JcQO9Tj","Q5",0
"1636","R_2qDgbsOTMVr6FmZ","Q5",0
"1637","R_1rpOYotxCL2eEuM","Q5",1
"1638","R_3FXz56E0LAJcLJT","Q5",0
"1639","R_3PB68V4Xa59fSDh","Q5",1
"1640","R_eLGGXP9DFZ9jPPj","Q5",1
"1641","R_1hZiHX8a51KTXgi","Q5",0
"1642","R_3lPxl0yHrv7prVf","Q5",0
"1643","R_3kmMsRjMzB99jMc","Q5",0
"1644","R_3qJXNwqWbvNYLCl","Q5",1
"1645","R_5cYBBdkGBpSZhHb","Q5",0
"1646","R_21aBiltLc8RJV2A","Q5",0
"1647","R_25BICYEJFusrT9Q","Q5",0
"1648","R_PIKvX9sP7q71oY1","Q5",0
"1649","R_ZmAuvZPlDPp9j7H","Q5",0
"1650","R_3fMG9MCYkLbaEg5","Q5",1
"1651","R_yEGQFC8j3jtPhNn","Q5",0
"1652","R_2wh2IyOZ4reLVhV","Q5",0
"1653","R_1rePEBCPJfLUcfr","Q5",0
"1654","R_aUULXHSBsE23KW5","Q5",0
"1655","R_0v97gnB46xEb52V","Q5",0
"1656","R_29hn0zvsbgM4g64","Q5",1
"1657","R_3Oi8DOTeBaMqdPS","Q5",0
"1658","R_2aKS5eBvnO4Ugxl","Q5",0
"1659","R_1r1jm16boPWgWJw","Q5",0
"1660","R_3rNCm8PdpcAJjJT","Q5",0
"1661","R_3e2MekjCpI3vUkr","Q5",0
"1662","R_3szAKE07VpanNAX","Q5",0
"1663","R_2wmZtzWju75IKdn","Q5",0
"1664","R_20UkzB92r9Shkui","Q5",0
"1665","R_3qkhbo6AOM9D5pr","Q5",0
"1666","R_9nIoVPwaYK75cvn","Q5",1
"1667","R_2WM6PqRcNcaDt85","Q5",0
"1668","R_1o72sAbrsAOwZlB","Q5",0
"1669","R_3MJWp7ksEq6kZJ6","Q5",1
"1670","R_DxgQt7YAm311VCh","Q5",0
"1671","R_CfwWridUHT6Gelj","Q5",0
"1672","R_uxjh7k2pYqApS37","Q5",0
"1673","R_1OVTDt73rUhORrg","Q5",0
"1674","R_DIFP7KouN95Ngd3","Q5",0
"1675","R_3hihEW9ayLyUdhm","Q5",0
"1676","R_3dG4gphhI2l4Ynb","Q5",0
"1677","R_2af6jLeWGUBvJhh","Q5",1
"1678","R_1cS8MsCEDJx4IzC","Q5",1
"1679","R_pyfZa2qmvEQOdjj","Q5",0
"1680","R_AajpMrB91ofvKoh","Q5",0
"1681","R_BJT05TIIdvxmFc5","Q5",0
"1682","R_ypYVSwUQBEXklzP","Q5",0
"1683","R_1oi2ttTsZLuWrLO","Q5",0
"1684","R_27ppdh7OOsxFEfR","Q5",0
"1685","R_3OqvwpcqDC2CB2K","Q5",0
"1686","R_1gHfS5ItwkJ39rz","Q5",0
"1687","R_3iVTgBqxutxHsJb","Q5",0
"1688","R_2Vkme7yQxB4hnPV","Q5",0
"1689","R_54MIBcR2U5wbLvb","Q5",0
"1690","R_1jr0O4xejQw21az","Q5",0
"1691","R_2rCp3pfj95RtQUl","Q5",0
"1692","R_25Z2PQxXTE7mFyB","Q5",1
"1693","R_Y3KHl41GS2tPLl7","Q5",1
"1694","R_1eQ0rtDHTdKvzyF","Q5",1
"1695","R_sYTtXOpe7oNvjxL","Q5",0
"1696","R_ugnwsSUAzI7Ll3b","Q5",1
"1697","R_3hovUejj50eBYyD","Q5",1
"1698","R_27cUDN8wG5LlvKs","Q5",0
"1699","R_3IQ9YEW6PevF9mD","Q5",1
"1700","R_2uI3kZ6jEGIaL0l","Q5",0
"1701","R_3fTXVXl2pnqCnUf","Q5",1
"1702","R_2frZSW63UrdikTI","Q5",0
"1703","R_1QH027RHAFCTuZP","Q5",0
"1704","R_28TeFpJUUycMYcZ","Q5",0
"1705","R_1Fy8wduWntavLjo","Q5",0
"1706","R_1gjrlK0tnkTgV5P","Q5",0
"1707","R_vYRez75jRA2mjOV","Q5",0
"1708","R_2dGv6XMluUc6dJh","Q5",0
"1709","R_339HIzw9aqJeaOJ","Q5",0
"1710","R_3NwGOwnMNVNkBRQ","Q5",0
"1711","R_Zn68jz78unq9dh7","Q5",0
"1712","R_3CQp29zpO9DPeh7","Q5",0
"1713","R_2zvFkfKfPWm0NRr","Q5",0
"1714","R_1i5ye44le3y7EqS","Q5",1
"1715","R_1g6lewwpLGC4bTd","Q5",0
"1716","R_1LogH1nuUDXVEk1","Q5",0
"1717","R_3CPi5JzPHCG5DaK","Q5",0
"1718","R_2aQ90Ft13C3dUCk","Q5",0
"1719","R_eG0W4joqWve4oPT","Q5",0
"1720","R_32WSh8008l2VJvD","Q5",1
"1721","R_AGVbd159nAPkAXD","Q5",0
"1722","R_9yvX2hU3xm8sLoB","Q5",0
"1723","R_1LSj0aTEYWiLupD","Q5",1
"1724","R_2fqcIW1WTtDhnl7","Q5",1
"1725","R_2PhwxFWayl14SRs","Q5",0
"1726","R_3ewBJoYiMsM7GEi","Q5",0
"1727","R_2PnGzdBGb7uzzFt","Q5",0
"1728","R_1BQ7d0lZZW8UF5J","Q5",1
"1729","R_1oiIzJZdlo9NZz9","Q5",0
"1730","R_3nMI7wEV5uz9A0O","Q5",1
"1731","R_0pT6XLgISuPCscV","Q5",1
"1732","R_2cezBmKOu4pVtlu","Q5",0
"1733","R_2YMyugt3jqsgNNz","Q5",1
"1734","R_2Spj65ojJpL5BMD","Q5",1
"1735","R_AsRSiV7xA4dO9gd","Q5",1
"1736","R_2fIKwcLh9ruHcNn","Q5",0
"1737","R_3NEUACyjoJ3yFDo","Q5",0
"1738","R_301RVzapLMF6gPd","Q5",0
"1739","R_1CDEfk5NinCoduf","Q5",0
"1740","R_21cXF9xgYdSYjkh","Q5",0
"1741","R_Z91WO1iPfjr0sdH","Q5",0
"1742","R_4MwGWVaUmjoQ21b","Q5",0
"1743","R_1Nx1e8AQwPnSZ0c","Q5",0
"1744","R_2OO9qCKhXOEO8vF","Q5",0
"1745","R_QgnQGj5lvq3rZx7","Q5",1
"1746","R_Xv7pta2WHcs2JMd","Q5",0
"1747","R_1ddbQba0d2GrLL6","Q5",0
"1748","R_Qn4fP85PfzFZv5n","Q5",0
"1749","R_3PtWSMTVkzzjJEi","Q5",0
"1750","R_2sRMXIoHafaINDs","Q5",0
"1751","R_26gRiNQC05sPkyy","Q5",NA
"1752","R_2TZwlalWpePC3Lf","Q5",0
"1753","R_2fva2fxgk6i2Cec","Q5",0
"1754","R_T2ev83vHjLWbluh","Q5",0
"1755","R_3nOBoLSOdtxCne7","Q5",1
"1756","R_1eCzEpXa5CiGzUl","Q5",0
"1757","R_1FLqpLydG4xO69y","Q5",1
"1758","R_10U7kkjxsc34qt3","Q5",0
"1759","R_czHPnqyG05texFv","Q5",0
"1760","R_3Gp4yPBlfpUaNbu","Q5",0
"1761","R_2zOaZ3gtWGzm6Rx","Q5",1
"1762","R_3nN6ImxDIZ564Ya","Q5",1
"1763","R_aW84s1VW7MCKEgx","Q5",0
"1764","R_XNwL9HgWLkNFufL","Q5",0
"1765","R_XEUoeKTosSsx0GJ","Q5",0
"1766","R_9ThE9A7wgwKY6Kl","Q5",0
"1767","R_yVKZWRsBPcf14HL","Q5",0
"1768","R_XB3pGXHyjKnp8qZ","Q5",0
"1769","R_2R3pcg02utHSVKS","Q5",0
"1770","R_3sA23H3awTBQnaH","Q5",1
"1771","R_2pXLXSB1AUD691B","Q5",0
"1772","R_1CvgJa42gKvrL7C","Q5",0
"1773","R_8J4t60BHIPoCdvH","Q5",1
"1774","R_1jHX1KwUHTpUopF","Q5",0
"1775","R_3Evi4wHokUsmEM8","Q5",1
"1776","R_31hj1UI83RX393k","Q5",0
"1777","R_73g9h1d23hB0yMV","Q5",0
"1778","R_WjqXo3652QsUPx7","Q5",0
"1779","R_2TS0lyhaVBeboSv","Q5",1
"1780","R_d4jHoGfsUw9Eqzv","Q5",0
"1781","R_3IYmCENI0cP8yKa","Q5",0
"1782","R_yCKb0a4i3vhnsf7","Q5",1
"1783","R_2ZC7IuGH5as1fLL","Q5",0
"1784","R_yIxf0IJFWTrpngd","Q5",0
"1785","R_1qXvBDI2FHJLC7o","Q5",0
"1786","R_1lc7GvRfyTYIB8X","Q5",1
"1787","R_1cUkPItQvQeDA8F","Q5",1
"1788","R_BFi6pChJl11wVbj","Q5",0
"1789","R_2ebc3Kb6ptspoMi","Q5",0
"1790","R_2qfrmU5WOeuFMFV","Q5",0
"1791","R_11XdcVl9Zi6bQwD","Q5",0
